gx,gy,gz,time,ang
-1963,-5559,-4167,512475627,27.13474804191409
-1933,-5485,-4169,512481441,27.765935155842055
-1937,-5481,-4170,512481977,27.82411681522393
-1759,-5408,-4193,512491156,28.810733550216952
-1759,-5382,-4199,512491806,28.880435450610413
-1752,-5363,-4215,512492916,28.999345404079087
-1723,-5272,-4346,512501138,29.879904603616932
-1711,-5275,-4350,512501696,29.939699852441407
-1688,-5274,-4347,512502789,30.056731021253388
-1618,-5252,-4365,512511148,30.94962370248973
-1619,-5260,-4365,512511704,31.009077831907238
-1615,-5269,-4367,512512239,31.06635100732721
-1608,-5282,-4364,512512799,31.126367402282384
-1605,-5414,-4392,512518428,31.740163186962718
-1604,-5426,-4396,512518964,31.798709593069745
-1677,-5690,-4468,512527761,32.79523226480451
-1684,-5702,-4478,512528310,32.857564872014876
-1695,-5714,-4487,512528900,32.92470159927684
-1704,-5719,-4493,512529435,32.98565242843218
-1713,-5819,-4536,512535426,33.67795988267569
-1721,-5816,-4542,512535991,33.74327221254625
-1801,-5788,-4629,512545142,34.80673596354701
-1808,-5781,-4635,512545701,34.871695376488425
-1826,-5772,-4648,512546794,34.99876164945205
-1868,-5763,-4717,512551477,35.54600322439794
-1877,-5761,-4731,512552100,35.618884423148515
-2084,-5609,-4800,512561135,36.66917648224285
-2090,-5589,-4795,512561692,36.73378704325807
-2106,-5564,-4799,512562786,36.86043952210961
-2155,-5425,-4806,512569947,37.67877634519189
-2158,-5423,-4806,512570482,37.73991836106044
-2158,-5412,-4816,512571589,37.86638527191656
-2107,-5424,-4822,512577729,38.56840496628712
-2104,-5436,-4819,512578264,38.6296444342886
-2095,-5441,-4820,512578823,38.69365895593162
-2027,-5506,-4852,512583964,39.287091486844986
-1781,-5677,-4878,512598386,40.976510212446
-1774,-5683,-4883,512598950,41.042643434243885
-1740,-5698,-4901,512600047,41.17155444102792
-1667,-5746,-4981,512607736,42.083644941137536
-1654,-5739,-4988,512608271,42.14708197376728
-1647,-5732,-4996,512608820,42.21216185567671
-1650,-5721,-5007,512609355,42.27556774344746
-1622,-5617,-5042,512615981,43.05412032603166
-1603,-5505,-5149,512625162,44.12892906785589
-1615,-5493,-5151,512625709,44.19292310279016
-1636,-5480,-5157,512626323,44.26472747017217
